season,week,teamOwner,teamName,teamWeekTotal,teamWeekRank,teamRecordPre,teamMatchupResult,teamRecordPost,teamOwnerOpponent,teamNameOpponent,teamWeekTotalOpponent,teamWeekRankOpponent,teamRecordPreOpponent,teamRecordPostOpponent
2017,6,Matthew,Turf Muncher,105.23,5,1-4-0,Win,2-4-0,Mike,Mr Pig Skinner,85.38,9,5-0-0,5-1-0
2017,6,Kameron,Drunken Monkeys,149.86,1,3-2-0,Win,4-2-0,Aaron,How do I even have 1 win,55.39,11,1-4-0,1-5-0
2017,6,dan,DR Philthy,103.5,6,3-2-0,Win,4-2-0,Alex,2Gurleys1Kupp,77.08,10,3-2-0,3-3-0
2017,6,AJ,Sir Schlongdongler,86.59,8,4-1-0,Loss,4-2-0,Colin,Im a scientist,88.58,7,0-5-0,1-5-0
2017,6,Sam,He Wore the Brown Pants,130.24,2,3-2-0,Win,4-2-0,Rob,Buildin 'Merica,111.74,3,3-2-0,3-3-0
2017,6,Brian,DaHazzelhoffs,54.72,12,3-2-0,Loss,3-3-0,Mike,Wall or Nothin,106.31,4,1-4-0,2-4-0
2017,6,Mike,Mr Pig Skinner,85.38,9,5-0-0,Loss,5-1-0,Matthew,Turf Muncher,105.23,5,1-4-0,2-4-0
2017,6,Aaron,How do I even have 1 win,55.39,11,1-4-0,Loss,1-5-0,Kameron,Drunken Monkeys,149.86,1,3-2-0,4-2-0
2017,6,Alex,2Gurleys1Kupp,77.08,10,3-2-0,Loss,3-3-0,dan,DR Philthy,103.5,6,3-2-0,4-2-0
2017,7,AJ,Sir Schlongdongler,101.06,4,4-2-0,Win,5-2-0,Sam,He Wore the Brown Pants,90.49,7,4-2-0,4-3-0
2017,7,Brian,DaHazzelhoffs,56.7,12,3-3-0,Loss,3-4-0,Colin,Im a scientist,129.82,1,1-5-0,2-5-0
2017,7,Mike,Mr Pig Skinner,104.26,3,5-1-0,Win,6-1-0,Rob,Buildin 'Merica,85.84,9,3-3-0,3-4-0
2017,7,Aaron,How do I even have 1 win,92.19,6,1-5-0,Win,2-5-0,Mike,Wall or Nothin,75.65,10,2-4-0,2-5-0
2017,7,Alex,2Gurleys1Kupp,94.86,5,3-3-0,Win,4-3-0,Matthew,Turf Muncher,67.71,11,2-4-0,2-5-0
2017,7,dan,DR Philthy,107.69,2,4-2-0,Win,5-2-0,Kameron,Drunken Monkeys,87.14,8,4-2-0,4-3-0
2017,7,Sam,He Wore the Brown Pants,90.49,7,4-2-0,Loss,4-3-0,AJ,Sir Schlongdongler,101.06,4,4-2-0,5-2-0
2017,7,Colin,Im a scientist,129.82,1,1-5-0,Win,2-5-0,Brian,DaHazzelhoffs,56.7,12,3-3-0,3-4-0
2017,7,Rob,Buildin 'Merica,85.84,9,3-3-0,Loss,3-4-0,Mike,Mr Pig Skinner,104.26,3,5-1-0,6-1-0
2017,7,Mike,Wall or Nothin,75.65,10,2-4-0,Loss,2-5-0,Aaron,How do I even have 1 win,92.19,6,1-5-0,2-5-0
2017,7,Matthew,Turf Muncher,67.71,11,2-4-0,Loss,2-5-0,Alex,2Gurleys1Kupp,94.86,5,3-3-0,4-3-0
2017,7,Kameron,Drunken Monkeys,87.14,8,4-2-0,Loss,4-3-0,dan,DR Philthy,107.69,2,4-2-0,5-2-0
2017,8,Brian,DaHazzelhoffs,92.72,9,3-4-0,Win,4-4-0,AJ,Sir Schlongdongler,79.52,12,5-2-0,5-3-0
2017,8,Sam,He Wore the Brown Pants,83.9,10,4-3-0,Loss,4-4-0,Mike,Mr Pig Skinner,113.95,4,6-1-0,7-1-0
2017,8,Colin,Im a scientist,111.7,5,2-5-0,Win,3-5-0,Aaron,How do I even have 1 win,104.18,7,2-5-0,2-6-0
2017,8,Rob,Buildin 'Merica,82.98,11,3-4-0,Loss,3-5-0,Alex,2Gurleys1Kupp,105.29,6,4-3-0,5-3-0
2017,8,Mike,Wall or Nothin,118.04,3,2-5-0,Loss,2-6-0,dan,DR Philthy,144.89,1,5-2-0,6-2-0
2017,8,Matthew,Turf Muncher,121.88,2,2-5-0,Win,3-5-0,Kameron,Drunken Monkeys,95.96,8,4-3-0,4-4-0
2017,8,AJ,Sir Schlongdongler,79.52,12,5-2-0,Loss,5-3-0,Brian,DaHazzelhoffs,92.72,9,3-4-0,4-4-0
2017,8,Mike,Mr Pig Skinner,113.95,4,6-1-0,Win,7-1-0,Sam,He Wore the Brown Pants,83.9,10,4-3-0,4-4-0
2017,8,Aaron,How do I even have 1 win,104.18,7,2-5-0,Loss,2-6-0,Colin,Im a scientist,111.7,5,2-5-0,3-5-0
2017,8,Alex,2Gurleys1Kupp,105.29,6,4-3-0,Win,5-3-0,Rob,Buildin 'Merica,82.98,11,3-4-0,3-5-0
2017,8,dan,DR Philthy,144.89,1,5-2-0,Win,6-2-0,Mike,Wall or Nothin,118.04,3,2-5-0,2-6-0
2017,8,Kameron,Drunken Monkeys,95.96,8,4-3-0,Loss,4-4-0,Matthew,Turf Muncher,121.88,2,2-5-0,3-5-0
2017,9,AJ,Sir Schlongdongler,94.06,5,5-3-0,Loss,5-4-0,Mike,Mr Pig Skinner,107.62,3,7-1-0,8-1-0
2017,9,Aaron,How do I even have 1 win,106.21,4,2-6-0,Win,3-6-0,Brian,DaHazzelhoffs,71.24,10,4-4-0,4-5-0
2017,9,Alex,2Gurleys1Kupp,76.54,9,5-3-0,Win,6-3-0,Sam,He Wore the Brown Pants,70.58,11,4-4-0,4-5-0
2017,9,dan,DR Philthy,88.45,8,6-2-0,Loss,6-3-0,Colin,Im a scientist,110.8,2,3-5-0,4-5-0
2017,9,Kameron,Drunken Monkeys,69.98,12,4-4-0,Loss,4-5-0,Rob,Buildin 'Merica,90.72,7,3-5-0,4-5-0
2017,9,Matthew,Turf Muncher,93.99,6,3-5-0,Loss,3-6-0,Mike,Wall or Nothin,123.76,1,2-6-0,3-6-0
2017,9,Mike,Mr Pig Skinner,107.62,3,7-1-0,Win,8-1-0,AJ,Sir Schlongdongler,94.06,5,5-3-0,5-4-0
2017,9,Brian,DaHazzelhoffs,71.24,10,4-4-0,Loss,4-5-0,Aaron,How do I even have 1 win,106.21,4,2-6-0,3-6-0
2017,9,Sam,He Wore the Brown Pants,70.58,11,4-4-0,Loss,4-5-0,Alex,2Gurleys1Kupp,76.54,9,5-3-0,6-3-0
2017,9,Colin,Im a scientist,110.8,2,3-5-0,Win,4-5-0,dan,DR Philthy,88.45,8,6-2-0,6-3-0
2017,9,Rob,Buildin 'Merica,90.72,7,3-5-0,Win,4-5-0,Kameron,Drunken Monkeys,69.98,12,4-4-0,4-5-0
2017,9,Mike,Wall or Nothin,123.76,1,2-6-0,Win,3-6-0,Matthew,Turf Muncher,93.99,6,3-5-0,3-6-0
2017,10,Aaron,How do I even have 1 win,82.22,8,3-6-0,Win,4-6-0,AJ,Sir Schlongdongler,66.61,11,5-4-0,5-5-0
2017,10,Mike,Mr Pig Skinner,109.06,2,8-1-0,Win,9-1-0,Alex,2Gurleys1Kupp,82.08,9,6-3-0,6-4-0
2017,10,Brian,DaHazzelhoffs,92.4,5,4-5-0,Loss,4-6-0,dan,DR Philthy,96.05,3,6-3-0,7-3-0
2017,10,Sam,He Wore the Brown Pants,92.83,4,4-5-0,Loss,4-6-0,Kameron,Drunken Monkeys,125.76,1,4-5-0,5-5-0
2017,10,Colin,Im a scientist,66.44,12,4-5-0,Loss,4-6-0,Matthew,Turf Muncher,89.65,6,3-6-0,4-6-0
2017,10,Rob,Buildin 'Merica,82.66,7,4-5-0,Win,5-5-0,Mike,Wall or Nothin,82.03,10,3-6-0,3-7-0
2017,10,AJ,Sir Schlongdongler,66.61,11,5-4-0,Loss,5-5-0,Aaron,How do I even have 1 win,82.22,8,3-6-0,4-6-0
2017,10,Alex,2Gurleys1Kupp,82.08,9,6-3-0,Loss,6-4-0,Mike,Mr Pig Skinner,109.06,2,8-1-0,9-1-0
2017,10,dan,DR Philthy,96.05,3,6-3-0,Win,7-3-0,Brian,DaHazzelhoffs,92.4,5,4-5-0,4-6-0
2017,10,Kameron,Drunken Monkeys,125.76,1,4-5-0,Win,5-5-0,Sam,He Wore the Brown Pants,92.83,4,4-5-0,4-6-0
2017,10,Matthew,Turf Muncher,89.65,6,3-6-0,Win,4-6-0,Colin,Im a scientist,66.44,12,4-5-0,4-6-0
2017,10,Mike,Wall or Nothin,82.03,10,3-6-0,Loss,3-7-0,Rob,Buildin 'Merica,82.66,7,4-5-0,5-5-0
2017,11,AJ,Sir Schlongdongler,109.93,6,5-5-0,Loss,5-6-0,Alex,2Gurleys1Kupp,114.6,4,6-4-0,7-4-0
2017,11,dan,DR Philthy,145.58,2,7-3-0,Loss,7-4-0,Aaron,How do I even have 1 win,147.45,1,4-6-0,5-6-0
2017,11,Kameron,Drunken Monkeys,114.28,5,5-5-0,Win,6-5-0,Mike,Mr Pig Skinner,79.74,10,9-1-0,9-2-0
2017,11,Matthew,Turf Muncher,73.1,11,4-6-0,Loss,4-7-0,Brian,DaHazzelhoffs,105.26,7,4-6-0,5-6-0
2017,11,Mike,Wall or Nothin,103.92,8,3-7-0,Loss,3-8-0,Sam,He Wore the Brown Pants,126.03,3,4-6-0,5-6-0
2017,11,Rob,Buildin 'Merica,68.4,12,5-5-0,Loss,5-6-0,Colin,Im a scientist,103.06,9,4-6-0,5-6-0
2017,11,Alex,2Gurleys1Kupp,114.6,4,6-4-0,Win,7-4-0,AJ,Sir Schlongdongler,109.93,6,5-5-0,5-6-0
2017,11,Aaron,How do I even have 1 win,147.45,1,4-6-0,Win,5-6-0,dan,DR Philthy,145.58,2,7-3-0,7-4-0
2017,11,Mike,Mr Pig Skinner,79.74,10,9-1-0,Loss,9-2-0,Kameron,Drunken Monkeys,114.28,5,5-5-0,6-5-0
2017,11,Brian,DaHazzelhoffs,105.26,7,4-6-0,Win,5-6-0,Matthew,Turf Muncher,73.1,11,4-6-0,4-7-0
2017,11,Sam,He Wore the Brown Pants,126.03,3,4-6-0,Win,5-6-0,Mike,Wall or Nothin,103.92,8,3-7-0,3-8-0
2017,11,Colin,Im a scientist,103.06,9,4-6-0,Win,5-6-0,Rob,Buildin 'Merica,68.4,12,5-5-0,5-6-0
2017,12,dan,DR Philthy,95.58,7,7-4-0,Win,8-4-0,AJ,Sir Schlongdongler,65.39,12,5-6-0,5-7-0
2017,12,Alex,2Gurleys1Kupp,104.38,6,7-4-0,Win,8-4-0,Kameron,Drunken Monkeys,68.62,10,6-5-0,6-6-0
2017,12,Aaron,How do I even have 1 win,115.36,5,5-6-0,Win,6-6-0,Matthew,Turf Muncher,66.99,11,4-7-0,4-8-0
2017,12,Mike,Mr Pig Skinner,76.86,9,9-2-0,Loss,9-3-0,Mike,Wall or Nothin,115.81,4,3-8-0,4-8-0
2017,12,Brian,DaHazzelhoffs,131.13,2,5-6-0,Win,6-6-0,Rob,Buildin 'Merica,115.96,3,5-6-0,5-7-0
2017,12,Sam,He Wore the Brown Pants,164.08,1,5-6-0,Win,6-6-0,Colin,Im a scientist,83.67,8,5-6-0,5-7-0
2017,12,AJ,Sir Schlongdongler,65.39,12,5-6-0,Loss,5-7-0,dan,DR Philthy,95.58,7,7-4-0,8-4-0
2017,12,Kameron,Drunken Monkeys,68.62,10,6-5-0,Loss,6-6-0,Alex,2Gurleys1Kupp,104.38,6,7-4-0,8-4-0
2017,12,Matthew,Turf Muncher,66.99,11,4-7-0,Loss,4-8-0,Aaron,How do I even have 1 win,115.36,5,5-6-0,6-6-0
2017,12,Mike,Wall or Nothin,115.81,4,3-8-0,Win,4-8-0,Mike,Mr Pig Skinner,76.86,9,9-2-0,9-3-0
2017,12,Rob,Buildin 'Merica,115.96,3,5-6-0,Loss,5-7-0,Brian,DaHazzelhoffs,131.13,2,5-6-0,6-6-0
2017,12,Colin,Im a scientist,83.67,8,5-6-0,Loss,5-7-0,Sam,He Wore the Brown Pants,164.08,1,5-6-0,6-6-0
2017,13,AJ,Sir Schlongdongler,92.25,8,5-7-0,Win,6-7-0,Kameron,Drunken Monkeys,88.82,9,6-6-0,6-7-0
2017,13,Matthew,Turf Muncher,52.97,12,4-8-0,Loss,4-9-0,dan,DR Philthy,93.76,7,8-4-0,9-4-0
2017,13,Mike,Wall or Nothin,101.72,6,4-8-0,Loss,4-9-0,Alex,2Gurleys1Kupp,120.95,3,8-4-0,9-4-0
2017,13,Rob,Buildin 'Merica,122.56,2,5-7-0,Win,6-7-0,Aaron,How do I even have 1 win,85.08,10,6-6-0,6-7-0
2017,13,Colin,Im a scientist,61.0,11,5-7-0,Loss,5-8-0,Mike,Mr Pig Skinner,136.8,1,9-3-0,10-3-0
2017,13,Sam,He Wore the Brown Pants,120.18,4,6-6-0,Win,7-6-0,Brian,DaHazzelhoffs,118.96,5,6-6-0,6-7-0
2017,13,Kameron,Drunken Monkeys,88.82,9,6-6-0,Loss,6-7-0,AJ,Sir Schlongdongler,92.25,8,5-7-0,6-7-0
2017,13,dan,DR Philthy,93.76,7,8-4-0,Win,9-4-0,Matthew,Turf Muncher,52.97,12,4-8-0,4-9-0
2017,13,Alex,2Gurleys1Kupp,120.95,3,8-4-0,Win,9-4-0,Mike,Wall or Nothin,101.72,6,4-8-0,4-9-0
2017,13,Aaron,How do I even have 1 win,85.08,10,6-6-0,Loss,6-7-0,Rob,Buildin 'Merica,122.56,2,5-7-0,6-7-0
2017,13,Mike,Mr Pig Skinner,136.8,1,9-3-0,Win,10-3-0,Colin,Im a scientist,61.0,11,5-7-0,5-8-0
2017,13,Brian,DaHazzelhoffs,118.96,5,6-6-0,Loss,6-7-0,Sam,He Wore the Brown Pants,120.18,4,6-6-0,7-6-0
2017,14,Colin,Im a scientist,74.7,8,5-8-0,Loss,5-8-0,Mike,Wall or Nothin,91.74,5,4-9-0,4-9-0
2017,14,Brian,DaHazzelhoffs,137.94,1,6-7-0,Win,6-7-0,Matthew,Turf Muncher,80.0,6,4-9-0,4-9-0
2017,14,Sam,He Wore the Brown Pants,76.8,7,7-6-0,Loss,7-6-0,Kameron,Drunken Monkeys,102.18,2,6-7-0,6-7-0
2017,14,Alex,2Gurleys1Kupp,96.32,4,9-4-0,Loss,9-4-0,Rob,Buildin 'Merica,100.52,3,6-7-0,6-7-0
2017,14,Mike,Wall or Nothin,91.74,5,4-9-0,Win,4-9-0,Colin,Im a scientist,74.7,8,5-8-0,5-8-0
2017,14,Matthew,Turf Muncher,80.0,6,4-9-0,Loss,4-9-0,Brian,DaHazzelhoffs,137.94,1,6-7-0,6-7-0
2017,14,Kameron,Drunken Monkeys,102.18,2,6-7-0,Win,6-7-0,Sam,He Wore the Brown Pants,76.8,7,7-6-0,7-6-0
2017,14,Rob,Buildin 'Merica,100.52,3,6-7-0,Win,6-7-0,Alex,2Gurleys1Kupp,96.32,4,9-4-0,9-4-0
2017,15,Aaron,How do I even have 1 win,56.78,8,6-7-0,Loss,6-7-0,Mike,Wall or Nothin,89.73,5,4-9-0,4-9-0
2017,15,Brian,DaHazzelhoffs,67.1,7,6-7-0,Loss,6-7-0,AJ,Sir Schlongdongler,89.25,6,6-7-0,6-7-0
2017,15,Mike,Mr Pig Skinner,127.8,2,10-3-0,Loss,10-3-0,Kameron,Drunken Monkeys,167.58,1,6-7-0,6-7-0
2017,15,Rob,Buildin 'Merica,109.54,3,6-7-0,Win,6-7-0,dan,DR Philthy,92.58,4,9-4-0,9-4-0
2017,15,Mike,Wall or Nothin,89.73,5,4-9-0,Win,4-9-0,Aaron,How do I even have 1 win,56.78,8,6-7-0,6-7-0
2017,15,AJ,Sir Schlongdongler,89.25,6,6-7-0,Win,6-7-0,Brian,DaHazzelhoffs,67.1,7,6-7-0,6-7-0
2017,15,Kameron,Drunken Monkeys,167.58,1,6-7-0,Win,6-7-0,Mike,Mr Pig Skinner,127.8,2,10-3-0,10-3-0
2017,15,dan,DR Philthy,92.58,4,9-4-0,Loss,9-4-0,Rob,Buildin 'Merica,109.54,3,6-7-0,6-7-0
2017,16,Mike,Wall or Nothin,73.03,9,4-9-0,Win,4-9-0,AJ,Sir Schlongdongler,65.94,10,6-7-0,6-7-0
2017,16,Aaron,How do I even have 1 win,100.69,5,6-7-0,Win,6-7-0,Brian,DaHazzelhoffs,74.24,8,6-7-0,6-7-0
2017,16,Colin,Im a scientist,53.44,12,5-8-0,Loss,5-8-0,Matthew,Turf Muncher,58.9,11,4-9-0,4-9-0
2017,16,Kameron,Drunken Monkeys,117.0,3,6-7-0,Win,6-7-0,Rob,Buildin 'Merica,105.46,4,6-7-0,6-7-0
2017,16,Mike,Mr Pig Skinner,144.88,1,10-3-0,Win,10-3-0,dan,DR Philthy,121.26,2,9-4-0,9-4-0
2017,16,Sam,He Wore the Brown Pants,100.36,6,7-6-0,Win,7-6-0,Alex,2Gurleys1Kupp,79.18,7,9-4-0,9-4-0
2017,16,AJ,Sir Schlongdongler,65.94,10,6-7-0,Loss,6-7-0,Mike,Wall or Nothin,73.03,9,4-9-0,4-9-0
2017,16,Brian,DaHazzelhoffs,74.24,8,6-7-0,Loss,6-7-0,Aaron,How do I even have 1 win,100.69,5,6-7-0,6-7-0
2017,16,Matthew,Turf Muncher,58.9,11,4-9-0,Win,4-9-0,Colin,Im a scientist,53.44,12,5-8-0,5-8-0
2017,16,Rob,Buildin 'Merica,105.46,4,6-7-0,Loss,6-7-0,Kameron,Drunken Monkeys,117.0,3,6-7-0,6-7-0
2017,16,dan,DR Philthy,121.26,2,9-4-0,Loss,9-4-0,Mike,Mr Pig Skinner,144.88,1,10-3-0,10-3-0
2017,16,Alex,2Gurleys1Kupp,79.18,7,9-4-0,Loss,9-4-0,Sam,He Wore the Brown Pants,100.36,6,7-6-0,7-6-0
2018,1,AJ,Saquon Deez Nuts,109.76,4,0-0-0,Win,1-0-0,dan,DR Philthy,85.37,11,0-0-0,0-1-0
2018,1,Kameron,Drunken Monkeys,122.66,2,0-0-0,Win,1-0-0,Alex,Mariota Kart,104.54,6,0-0-0,0-1-0
2018,1,Matthew,Turf Muncher,87.72,9,0-0-0,Loss,0-1-0,Aaron,No Curses Only Blessings,90.16,8,0-0-0,1-0-0
2018,1,Mike,I Shit In Your Mouth,105.34,5,0-0-0,Win,1-0-0,Mike,Mr Pig Skinner,80.7,12,0-0-0,0-1-0
2018,1,Rob,Shakin Bacon,115.64,3,0-0-0,Win,1-0-0,Brian,DaHazzelhoffs,103.18,7,0-0-0,0-1-0
2018,1,Colin,Im a scientist,143.45,1,0-0-0,Win,1-0-0,Sam,Downtown Brown,86.74,10,0-0-0,0-1-0
2018,1,dan,DR Philthy,85.37,11,0-0-0,Loss,0-1-0,AJ,Saquon Deez Nuts,109.76,4,0-0-0,1-0-0
2018,1,Alex,Mariota Kart,104.54,6,0-0-0,Loss,0-1-0,Kameron,Drunken Monkeys,122.66,2,0-0-0,1-0-0
2018,1,Aaron,No Curses Only Blessings,90.16,8,0-0-0,Win,1-0-0,Matthew,Turf Muncher,87.72,9,0-0-0,0-1-0
2018,1,Mike,Mr Pig Skinner,80.7,12,0-0-0,Loss,0-1-0,Mike,I Shit In Your Mouth,105.34,5,0-0-0,1-0-0
2018,1,Brian,DaHazzelhoffs,103.18,7,0-0-0,Loss,0-1-0,Rob,Shakin Bacon,115.64,3,0-0-0,1-0-0
2018,1,Sam,Downtown Brown,86.74,10,0-0-0,Loss,0-1-0,Colin,Im a scientist,143.45,1,0-0-0,1-0-0
2018,2,Kameron,Drunken Monkeys,97.62,7,1-0-0,Loss,1-1-0,AJ,Saquon Deez Nuts,131.3,1,1-0-0,2-0-0
2018,2,dan,DR Philthy,55.67,12,0-1-0,Loss,0-2-0,Matthew,Turf Muncher,94.66,8,0-1-0,1-1-0
2018,2,Alex,Mariota Kart,120.74,3,0-1-0,Win,1-1-0,Mike,I Shit In Your Mouth,108.5,4,1-0-0,1-1-0
2018,2,Aaron,No Curses Only Blessings,77.36,11,1-0-0,Loss,1-1-0,Rob,Shakin Bacon,105.0,5,1-0-0,2-0-0
2018,2,Mike,Mr Pig Skinner,127.88,2,0-1-0,Win,1-1-0,Colin,Im a scientist,79.04,10,1-0-0,1-1-0
2018,2,Brian,DaHazzelhoffs,92.86,9,0-1-0,Loss,0-2-0,Sam,Downtown Brown,99.75,6,0-1-0,1-1-0
2018,2,AJ,Saquon Deez Nuts,131.3,1,1-0-0,Win,2-0-0,Kameron,Drunken Monkeys,97.62,7,1-0-0,1-1-0
2018,2,Matthew,Turf Muncher,94.66,8,0-1-0,Win,1-1-0,dan,DR Philthy,55.67,12,0-1-0,0-2-0
2018,2,Mike,I Shit In Your Mouth,108.5,4,1-0-0,Loss,1-1-0,Alex,Mariota Kart,120.74,3,0-1-0,1-1-0
2018,2,Rob,Shakin Bacon,105.0,5,1-0-0,Win,2-0-0,Aaron,No Curses Only Blessings,77.36,11,1-0-0,1-1-0
2018,2,Colin,Im a scientist,79.04,10,1-0-0,Loss,1-1-0,Mike,Mr Pig Skinner,127.88,2,0-1-0,1-1-0
2018,2,Sam,Downtown Brown,99.75,6,0-1-0,Win,1-1-0,Brian,DaHazzelhoffs,92.86,9,0-1-0,0-2-0
2018,3,AJ,Saquon Deez Nuts,111.41,4,2-0-0,Loss,2-1-0,Matthew,Turf Muncher,122.43,1,1-1-0,2-1-0
2018,3,Mike,I Shit In Your Mouth,97.1,8,1-1-0,Loss,1-2-0,Kameron,Drunken Monkeys,115.64,2,1-1-0,2-1-0
2018,3,Rob,Shakin Bacon,106.8,6,2-0-0,Win,3-0-0,dan,DR Philthy,59.77,12,0-2-0,0-3-0
2018,3,Colin,Im a scientist,107.61,5,1-1-0,Loss,1-2-0,Alex,Mariota Kart,115.46,3,1-1-0,2-1-0
2018,3,Sam,Downtown Brown,71.44,11,1-1-0,Loss,1-2-0,Aaron,No Curses Only Blessings,98.76,7,1-1-0,2-1-0
2018,3,Brian,DaHazzelhoffs,95.49,9,0-2-0,Win,1-2-0,Mike,Mr Pig Skinner,90.62,10,1-1-0,1-2-0
2018,3,Matthew,Turf Muncher,122.43,1,1-1-0,Win,2-1-0,AJ,Saquon Deez Nuts,111.41,4,2-0-0,2-1-0
2018,3,Kameron,Drunken Monkeys,115.64,2,1-1-0,Win,2-1-0,Mike,I Shit In Your Mouth,97.1,8,1-1-0,1-2-0
2018,3,dan,DR Philthy,59.77,12,0-2-0,Loss,0-3-0,Rob,Shakin Bacon,106.8,6,2-0-0,3-0-0
2018,3,Alex,Mariota Kart,115.46,3,1-1-0,Win,2-1-0,Colin,Im a scientist,107.61,5,1-1-0,1-2-0
2018,3,Aaron,No Curses Only Blessings,98.76,7,1-1-0,Win,2-1-0,Sam,Downtown Brown,71.44,11,1-1-0,1-2-0
2018,3,Mike,Mr Pig Skinner,90.62,10,1-1-0,Loss,1-2-0,Brian,DaHazzelhoffs,95.49,9,0-2-0,1-2-0
2018,4,Mike,I Shit In Your Mouth,120.0,5,1-2-0,Loss,1-3-0,AJ,Saquon Deez Nuts,159.48,1,2-1-0,3-1-0
2018,4,Matthew,Turf Muncher,113.2,8,2-1-0,Loss,2-2-0,Rob,Shakin Bacon,132.93,3,3-0-0,4-0-0
2018,4,Kameron,Drunken Monkeys,82.91,10,2-1-0,Win,3-1-0,Colin,Im a scientist,77.38,12,1-2-0,1-3-0
2018,4,dan,DR Philthy,119.32,6,0-3-0,Win,1-3-0,Sam,Downtown Brown,80.48,11,1-2-0,1-3-0
2018,4,Alex,Mariota Kart,128.36,4,2-1-0,Win,3-1-0,Brian,DaHazzelhoffs,115.06,7,1-2-0,1-3-0
2018,4,Aaron,No Curses Only Blessings,107.86,9,2-1-0,Loss,2-2-0,Mike,Mr Pig Skinner,145.76,2,1-2-0,2-2-0
2018,4,AJ,Saquon Deez Nuts,159.48,1,2-1-0,Win,3-1-0,Mike,I Shit In Your Mouth,120.0,5,1-2-0,1-3-0
2018,4,Rob,Shakin Bacon,132.93,3,3-0-0,Win,4-0-0,Matthew,Turf Muncher,113.2,8,2-1-0,2-2-0
2018,4,Colin,Im a scientist,77.38,12,1-2-0,Loss,1-3-0,Kameron,Drunken Monkeys,82.91,10,2-1-0,3-1-0
2018,4,Sam,Downtown Brown,80.48,11,1-2-0,Loss,1-3-0,dan,DR Philthy,119.32,6,0-3-0,1-3-0
2018,4,Brian,DaHazzelhoffs,115.06,7,1-2-0,Loss,1-3-0,Alex,Mariota Kart,128.36,4,2-1-0,3-1-0
2018,4,Mike,Mr Pig Skinner,145.76,2,1-2-0,Win,2-2-0,Aaron,No Curses Only Blessings,107.86,9,2-1-0,2-2-0
2018,5,AJ,Saquon Deez Nuts,78.27,11,3-1-0,Loss,3-2-0,Rob,Shakin Bacon,85.1,10,4-0-0,5-0-0
2018,5,Colin,Im a scientist,128.15,4,1-3-0,Loss,1-4-0,Mike,I Shit In Your Mouth,151.83,1,1-3-0,2-3-0
2018,5,Sam,Downtown Brown,108.35,7,1-3-0,Loss,1-4-0,Matthew,Turf Muncher,112.24,5,2-2-0,3-2-0
2018,5,Brian,DaHazzelhoffs,73.04,12,1-3-0,Loss,1-4-0,Kameron,Drunken Monkeys,134.12,3,3-1-0,4-1-0
2018,5,Mike,Mr Pig Skinner,137.8,2,2-2-0,Win,3-2-0,dan,DR Philthy,110.68,6,1-3-0,1-4-0
2018,5,Aaron,No Curses Only Blessings,98.11,8,2-2-0,Win,3-2-0,Alex,Mariota Kart,90.94,9,3-1-0,3-2-0
2018,5,Rob,Shakin Bacon,85.1,10,4-0-0,Win,5-0-0,AJ,Saquon Deez Nuts,78.27,11,3-1-0,3-2-0
2018,5,Mike,I Shit In Your Mouth,151.83,1,1-3-0,Win,2-3-0,Colin,Im a scientist,128.15,4,1-3-0,1-4-0
2018,5,Matthew,Turf Muncher,112.24,5,2-2-0,Win,3-2-0,Sam,Downtown Brown,108.35,7,1-3-0,1-4-0
2018,5,Kameron,Drunken Monkeys,134.12,3,3-1-0,Win,4-1-0,Brian,DaHazzelhoffs,73.04,12,1-3-0,1-4-0
2018,5,dan,DR Philthy,110.68,6,1-3-0,Loss,1-4-0,Mike,Mr Pig Skinner,137.8,2,2-2-0,3-2-0
2018,5,Alex,Mariota Kart,90.94,9,3-1-0,Loss,3-2-0,Aaron,No Curses Only Blessings,98.11,8,2-2-0,3-2-0
2018,6,Colin,Im a scientist,151.48,1,1-4-0,Win,2-4-0,AJ,Saquon Deez Nuts,95.62,11,3-2-0,3-3-0
2018,6,Rob,Shakin Bacon,138.7,2,5-0-0,Win,6-0-0,Sam,Downtown Brown,114.16,5,1-4-0,1-5-0
2018,6,Mike,I Shit In Your Mouth,96.18,10,2-3-0,Loss,2-4-0,Brian,DaHazzelhoffs,125.3,3,1-4-0,2-4-0
2018,6,Matthew,Turf Muncher,107.34,6,3-2-0,Win,4-2-0,Mike,Mr Pig Skinner,100.76,9,3-2-0,3-3-0
2018,6,Kameron,Drunken Monkeys,114.66,4,4-1-0,Win,5-1-0,Aaron,No Curses Only Blessings,94.14,12,3-2-0,3-3-0
2018,6,dan,DR Philthy,104.5,7,1-4-0,Win,2-4-0,Alex,Mariota Kart,104.28,8,3-2-0,3-3-0
2018,6,AJ,Saquon Deez Nuts,95.62,11,3-2-0,Loss,3-3-0,Colin,Im a scientist,151.48,1,1-4-0,2-4-0
2018,6,Sam,Downtown Brown,114.16,5,1-4-0,Loss,1-5-0,Rob,Shakin Bacon,138.7,2,5-0-0,6-0-0
2018,6,Brian,DaHazzelhoffs,125.3,3,1-4-0,Win,2-4-0,Mike,I Shit In Your Mouth,96.18,10,2-3-0,2-4-0
2018,6,Mike,Mr Pig Skinner,100.76,9,3-2-0,Loss,3-3-0,Matthew,Turf Muncher,107.34,6,3-2-0,4-2-0
