season,week,teamOwner,teamName,teamPoints,playerRosterPosition,playerNameAndInfo,playerPoints,playerOpponent,playerGameStatus
2011,1,AJ,Winning,92.28,QB,T. Romo QB - DAL ,20.58,@NYJ,"Loss, 24-27"
2011,1,AJ,Winning,92.28,RB,A. Foster RB - HOU ,0.0,IND,"Win, 34-7"
2011,1,AJ,Winning,92.28,RB,D. Williams RB - CAR ,3.6,@ARI,"Loss, 21-28"
2011,1,AJ,Winning,92.28,WR,J. Jones WR - ATL ,7.1,@CHI,"Loss, 12-30"
2011,1,AJ,Winning,92.28,WR,G. Jennings WR - GB ,14.9,NO,"Win, 42-34"
2011,1,AJ,Winning,92.28,TE,D. Clark TE - IND ,3.9,@HOU,"Loss, 7-34"
2011,1,AJ,Winning,92.28,W/R,J. Addai RB - IND ,6.2,@HOU,"Loss, 7-34"
2011,1,AJ,Winning,92.28,K,D. Akers K - SF ,15.0,SEA,"Win, 33-17"
2011,1,AJ,Winning,92.28,DEF,Giants DEF ,6.0,@WAS,"Loss, 14-28"
2011,1,AJ,Winning,92.28,DP,T. Suggs LB - BAL ,15.0,PIT,"Win, 35-7"
2011,1,AJ,Winning,92.28,BN,J. Knox WR - CHI ,6.0,ATL,"Win, 30-12"
2011,1,AJ,Winning,92.28,BN,S. Bradford QB - STL ,4.02,PHI,"Loss, 13-31"
2011,1,AJ,Winning,92.28,BN,A. Green WR - CIN ,10.1,@CLE,"Win, 27-17"
2011,1,AJ,Winning,92.28,BN,B. Edwards WR - SF ,2.7,SEA,"Win, 33-17"
2011,1,AJ,Winning,92.28,BN,R. Bush RB - MIA ,17.4,NE,"Loss, 24-38"
2011,1,AJ,Winning,92.28,BN,M. Sims-Walker WR - JAC ,0.5,TEN,"Win, 16-14"
2011,1,dan,DR Philthy,133.4,QB,M. Sanchez QB - NYJ ,17.7,DAL,"Win, 27-24"
2011,1,dan,DR Philthy,133.4,RB,M. Forte RB - CHI ,21.8,ATL,"Win, 30-12"
2011,1,dan,DR Philthy,133.4,RB,C. Johnson RB - TEN ,4.9,@JAX,"Loss, 14-16"
2011,1,dan,DR Philthy,133.4,WR,M. Colston WR - NO ,7.1,@GB,"Loss, 34-42"
2011,1,dan,DR Philthy,133.4,WR,W. Welker WR - NE ,28.0,@MIA,"Win, 38-24"
2011,1,dan,DR Philthy,133.4,TE,D. Keller TE - NYJ ,12.1,DAL,"Win, 27-24"
2011,1,dan,DR Philthy,133.4,W/R,C. Benson RB - CIN ,18.3,@CLE,"Win, 27-17"
2011,1,dan,DR Philthy,133.4,K,B. Cundiff K - BAL ,9.0,PIT,"Win, 35-7"
2011,1,dan,DR Philthy,133.4,DEF,Raiders DEF ,12.0,@DEN,"Win, 23-20"
2011,1,dan,DR Philthy,133.4,DP,C. Matthews LB - GB ,2.5,NO,"Win, 42-34"
2011,1,dan,DR Philthy,133.4,BN,S. Rice WR - SEA ,0.0,@SF,"Loss, 17-33"
2011,1,dan,DR Philthy,133.4,BN,P. Manning QB - IND ,0.0,@HOU,"Loss, 7-34"
2011,1,dan,DR Philthy,133.4,BN,D. Garrard QB - JAC ,0.0,TEN,"Win, 16-14"
2011,1,dan,DR Philthy,133.4,BN,M. Barber RB - CHI ,0.0,ATL,"Win, 30-12"
2011,1,dan,DR Philthy,133.4,BN,D. Sproles RB - NO ,25.4,@GB,"Loss, 34-42"
2011,1,dan,DR Philthy,133.4,BN,Falcons DEF ,13.0,@CHI,"Loss, 12-30"
2011,1,Kameron,Drunken Monkeys,132.9,QB,M. Schaub QB - HOU ,8.8,IND,"Win, 34-7"
2011,1,Kameron,Drunken Monkeys,132.9,RB,M. Jones-Drew RB - JAC ,15.7,TEN,"Win, 16-14"
2011,1,Kameron,Drunken Monkeys,132.9,RB,F. Gore RB - SF ,7.8,SEA,"Win, 33-17"
2011,1,Kameron,Drunken Monkeys,132.9,WR,D. Jackson WR - PHI ,16.2,@LA,"Win, 31-13"
2011,1,Kameron,Drunken Monkeys,132.9,WR,K. Britt WR - TEN ,26.6,@JAX,"Loss, 14-16"
2011,1,Kameron,Drunken Monkeys,132.9,TE,J. Finley TE - GB ,5.3,NO,"Win, 42-34"
2011,1,Kameron,Drunken Monkeys,132.9,W/R,D. Amendola WR - STL ,6.5,PHI,"Loss, 13-31"
2011,1,Kameron,Drunken Monkeys,132.9,K,S. Janikowski K - LV ,13.0,@DEN,"Win, 23-20"
2011,1,Kameron,Drunken Monkeys,132.9,DEF,Ravens DEF ,22.0,PIT,"Win, 35-7"
2011,1,Kameron,Drunken Monkeys,132.9,DP,L. Timmons LB - PIT ,11.0,@BAL,"Loss, 7-35"
2011,1,Kameron,Drunken Monkeys,132.9,BN,R. Jennings RB - JAC ,0.0,TEN,"Win, 16-14"
2011,1,Kameron,Drunken Monkeys,132.9,BN,A. Collie WR - IND ,0.0,@HOU,"Loss, 7-34"
2011,1,Kameron,Drunken Monkeys,132.9,BN,A. Hernandez TE - NE ,16.3,@MIA,"Win, 38-24"
2011,1,Kameron,Drunken Monkeys,132.9,BN,D. Driver WR - GB ,4.1,NO,"Win, 42-34"
2011,1,Kameron,Drunken Monkeys,132.9,BN,K. Kolb QB - ARI ,19.26,CAR,"Win, 28-21"
2011,1,Kameron,Drunken Monkeys,132.9,BN,M. Bush RB - LV ,3.0,@DEN,"Win, 23-20"
2011,1,Matthew,Turf Muncher,126.66,QB,J. Freeman QB - TB ,14.56,DET,"Loss, 20-27"
2011,1,Matthew,Turf Muncher,126.66,RB,P. Hillis RB - CLE ,8.7,CIN,"Loss, 17-27"
2011,1,Matthew,Turf Muncher,126.66,RB,L. McCoy RB - PHI ,25.7,@LA,"Win, 31-13"
2011,1,Matthew,Turf Muncher,126.66,WR,A. Johnson WR - HOU ,15.5,IND,"Win, 34-7"
2011,1,Matthew,Turf Muncher,126.66,WR,M. Williams WR - TB ,11.0,DET,"Loss, 20-27"
2011,1,Matthew,Turf Muncher,126.66,TE,A. Gates TE - LAC ,8.4,MIN,"Win, 24-17"
2011,1,Matthew,Turf Muncher,126.66,W/R,R. Mathews RB - LAC ,11.8,MIN,"Win, 24-17"
2011,1,Matthew,Turf Muncher,126.66,K,M. Bryant K - ATL ,6.0,@CHI,"Loss, 12-30"
2011,1,Matthew,Turf Muncher,126.66,DEF,Patriots DEF ,6.0,@MIA,"Win, 38-24"
2011,1,Matthew,Turf Muncher,126.66,DP,B. Urlacher LB - CHI ,19.0,ATL,"Win, 30-12"
2011,1,Matthew,Turf Muncher,126.66,BN,R. Torain RB - WAS ,0.0,NYG,"Win, 28-14"
2011,1,Matthew,Turf Muncher,126.66,BN,C. Spiller RB - BUF ,8.1,@KC,"Win, 41-7"
2011,1,Matthew,Turf Muncher,126.66,BN,D. McNabb QB - MIN ,7.76,@LAC,"Loss, 17-24"
2011,1,Matthew,Turf Muncher,126.66,BN,J. Shockey TE - CAR ,5.1,@ARI,"Loss, 21-28"
2011,1,Matthew,Turf Muncher,126.66,BN,M. Floyd WR - LAC ,4.5,MIN,"Win, 24-17"
2011,1,Matthew,Turf Muncher,126.66,BN,D. Ware LB - DAL ,7.5,@NYJ,"Loss, 24-27"
2011,1,Mike,CoachSezItNorml2BleedOutYaEars,106.88,QB,T. Brady QB - NE LP ,34.98,@MIA,"Win, 38-24"
2011,1,Mike,CoachSezItNorml2BleedOutYaEars,106.88,RB,B. Wells RB - ARI ,16.2,CAR,"Win, 28-21"
2011,1,Mike,CoachSezItNorml2BleedOutYaEars,106.88,RB,M. Turner RB - ATL ,12.0,@CHI,"Loss, 12-30"
2011,1,Mike,CoachSezItNorml2BleedOutYaEars,106.88,WR,M. Austin WR - DAL ,15.0,@NYJ,"Loss, 24-27"
2011,1,Mike,CoachSezItNorml2BleedOutYaEars,106.88,WR,M. Wallace WR - PIT ,10.7,@BAL,"Loss, 7-35"
2011,1,Mike,CoachSezItNorml2BleedOutYaEars,106.88,TE,T. Gonzalez TE - ATL ,8.2,@CHI,"Loss, 12-30"
2011,1,Mike,CoachSezItNorml2BleedOutYaEars,106.88,W/R,P. Thomas RB - NO ,6.8,@GB,"Loss, 34-42"
2011,1,Mike,CoachSezItNorml2BleedOutYaEars,106.88,K,M. Crosby K - GB ,6.0,NO,"Win, 42-34"
2011,1,Mike,CoachSezItNorml2BleedOutYaEars,106.88,DEF,Steelers DEF ,-3.0,@BAL,"Loss, 7-35"
2011,1,Mike,CoachSezItNorml2BleedOutYaEars,106.88,DP,--empty--,0.0,,  
2011,1,Mike,CoachSezItNorml2BleedOutYaEars,106.88,BN,R. Helu RB - WAS ,0.2,NYG,"Win, 28-14"
2011,1,Mike,CoachSezItNorml2BleedOutYaEars,106.88,BN,D. Thomas RB - MIA ,0.0,NE,"Loss, 24-38"
2011,1,Mike,CoachSezItNorml2BleedOutYaEars,106.88,BN,E. Manning QB - NYG ,16.92,@WAS,"Loss, 14-28"
2011,1,Mike,CoachSezItNorml2BleedOutYaEars,106.88,BN,L. Evans WR - BAL ,0.0,PIT,"Win, 35-7"
2011,1,Mike,CoachSezItNorml2BleedOutYaEars,106.88,BN,Z. Miller TE - SEA ,2.9,@SF,"Loss, 17-33"
2011,1,Mike,CoachSezItNorml2BleedOutYaEars,106.88,BN,D. Buehler K - DAL ,0.0,@NYJ,"Loss, 24-27"
2011,1,Rob,Mansleezy,68.03,QB,M. Ryan QB - ATL ,8.76,@CHI,"Loss, 12-30"
2011,1,Rob,Mansleezy,68.03,RB,R. Mendenhall RB - PIT ,3.5,@BAL,"Loss, 7-35"
2011,1,Rob,Mansleezy,68.03,RB,K. Moreno RB - DEN ,3.7,LV,"Loss, 20-23"
2011,1,Rob,Mansleezy,68.03,WR,J. Maclin WR - PHI ,2.0,@LA,"Win, 31-13"
2011,1,Rob,Mansleezy,68.03,WR,R. White WR - ATL ,6.1,@CHI,"Loss, 12-30"
2011,1,Rob,Mansleezy,68.03,TE,J. Witten TE - DAL ,11.0,@NYJ,"Loss, 24-27"
2011,1,Rob,Mansleezy,68.03,W/R,D. Hester WR - CHI ,14.47,ATL,"Win, 30-12"
2011,1,Rob,Mansleezy,68.03,K,J. Brown K - STL ,7.0,PHI,"Loss, 13-31"
2011,1,Rob,Mansleezy,68.03,DEF,Cowboys DEF ,8.0,@NYJ,"Loss, 24-27"
2011,1,Rob,Mansleezy,68.03,DP,P. Posluszny LB - JAC ,3.5,TEN,"Win, 16-14"
2011,1,Rob,Mansleezy,68.03,BN,J. Flacco QB - BAL ,20.96,PIT,"Win, 35-7"
2011,1,Rob,Mansleezy,68.03,BN,J. Ford WR - LV ,0.9,@DEN,"Win, 23-20"
2011,1,Rob,Mansleezy,68.03,BN,W. McGahee RB - DEN ,5.5,LV,"Loss, 20-23"
2011,1,Rob,Mansleezy,68.03,BN,C. Cooley TE - WAS ,2.1,NYG,"Win, 28-14"
2011,1,Rob,Mansleezy,68.03,BN,M. Tolbert RB - LAC ,28.3,MIN,"Win, 24-17"
2011,1,Rob,Mansleezy,68.03,BN,Lions DEF ,7.0,@TB,"Win, 27-20"
2011,1,Colin,Im a scientist,88.0,QB,B. Roethlisberger QB - PIT ,8.1,@BAL,"Loss, 7-35"
2011,1,Colin,Im a scientist,88.0,RB,R. Grant RB - GB ,4.5,NO,"Win, 42-34"
2011,1,Colin,Im a scientist,88.0,RB,A. Peterson RB - MIN ,10.4,@LAC,"Loss, 17-24"
2011,1,Colin,Im a scientist,88.0,WR,P. Burress WR - NYJ ,13.2,DAL,"Win, 27-24"
2011,1,Colin,Im a scientist,88.0,WR,R. Wayne WR - IND ,16.6,@HOU,"Loss, 7-34"
2011,1,Colin,Im a scientist,88.0,TE,V. Shiancoe TE - MIN ,0.0,@LAC,"Loss, 17-24"
2011,1,Colin,Im a scientist,88.0,W/R,F. Jackson RB - BUF ,11.7,@KC,"Win, 41-7"
2011,1,Colin,Im a scientist,88.0,K,R. Bironas K - TEN ,2.0,@JAX,"Loss, 14-16"
2011,1,Colin,Im a scientist,88.0,DEF,Packers DEF ,10.0,NO,"Win, 42-34"
2011,1,Colin,Im a scientist,88.0,DP,R. Lewis LB - BAL ,11.5,PIT,"Win, 35-7"
2011,1,Colin,Im a scientist,88.0,BN,B. Pettigrew TE - DET ,5.7,@TB,"Win, 27-20"
2011,1,Colin,Im a scientist,88.0,BN,S. Moss WR - WAS ,7.6,NYG,"Win, 28-14"
2011,1,Colin,Im a scientist,88.0,BN,R. Fitzpatrick QB - BUF ,26.62,@KC,"Win, 41-7"
2011,1,Colin,Im a scientist,88.0,BN,S. Holmes WR - NYJ ,7.0,DAL,"Win, 27-24"
2011,1,Colin,Im a scientist,88.0,BN,S. Smith WR - PHI ,0.0,@LA,"Win, 31-13"
2011,1,Colin,Im a scientist,88.0,BN,Buccaneers DEF ,8.0,DET,"Loss, 20-27"
2011,1,nathan,ol-erth panda slayers,107.08,QB,A. Rodgers QB - GB ,24.58,NO,"Win, 42-34"
2011,1,nathan,ol-erth panda slayers,107.08,RB,B. Green-Ellis RB - NE ,9.9,@MIA,"Win, 38-24"
2011,1,nathan,ol-erth panda slayers,107.08,RB,S. Jackson RB - STL ,11.6,PHI,"Loss, 13-31"
2011,1,nathan,ol-erth panda slayers,107.08,WR,S. Johnson WR - BUF ,12.6,@KC,"Win, 41-7"
2011,1,nathan,ol-erth panda slayers,107.08,WR,L. Fitzgerald WR - ARI ,6.2,CAR,"Win, 28-21"
2011,1,nathan,ol-erth panda slayers,107.08,TE,L. Kendricks TE - STL ,1.8,PHI,"Loss, 13-31"
2011,1,nathan,ol-erth panda slayers,107.08,W/R,C. Ochocinco WR - NE ,1.4,@MIA,"Win, 38-24"
2011,1,nathan,ol-erth panda slayers,107.08,K,N. Rackers K - HOU ,10.0,IND,"Win, 34-7"
2011,1,nathan,ol-erth panda slayers,107.08,DEF,Bears DEF ,24.0,ATL,"Win, 30-12"
2011,1,nathan,ol-erth panda slayers,107.08,DP,J. Mayo LB - NE ,5.0,@MIA,"Win, 38-24"
2011,1,nathan,ol-erth panda slayers,107.08,BN,P. Garcon WR - IND ,3.9,@HOU,"Loss, 7-34"
2011,1,nathan,ol-erth panda slayers,107.08,BN,R. Meachem WR - NO ,13.0,@GB,"Loss, 34-42"
2011,1,nathan,ol-erth panda slayers,107.08,BN,M. Lewis TE - JAC ,2.8,TEN,"Win, 16-14"
2011,1,nathan,ol-erth panda slayers,107.08,BN,L. Tomlinson RB - NYJ ,9.9,DAL,"Win, 27-24"
2011,1,nathan,ol-erth panda slayers,107.08,BN,M. Cassel QB - KC ,6.36,BUF,"Loss, 7-41"
2011,1,nathan,ol-erth panda slayers,107.08,BN,Seahawks DEF ,-1.0,@SF,"Loss, 17-33"
2011,1,Jason,Clickety Clow,107.08,QB,M. Vick QB - PHI FP ,23.18,@LA,"Win, 31-13"
2011,1,Jason,Clickety Clow,107.08,RB,F. Jones RB - DAL ,11.6,@NYJ,"Loss, 24-27"
2011,1,Jason,Clickety Clow,107.08,RB,A. Bradshaw RB - NYG ,11.4,@WAS,"Loss, 14-28"
2011,1,Jason,Clickety Clow,107.08,WR,H. Ward WR - PIT ,6.7,@BAL,"Loss, 7-35"
2011,1,Jason,Clickety Clow,107.08,WR,B. Lloyd WR - STL ,11.9,PHI,"Loss, 13-31"
2011,1,Jason,Clickety Clow,107.08,TE,K. Winslow TE - TB ,7.6,DET,"Loss, 20-27"
2011,1,Jason,Clickety Clow,107.08,W/R,T. Hightower RB - WAS ,16.7,NYG,"Win, 28-14"
2011,1,Jason,Clickety Clow,107.08,K,M. Prater K - DEN ,8.0,LV,"Loss, 20-23"
2011,1,Jason,Clickety Clow,107.08,DEF,Browns DEF ,4.0,CIN,"Loss, 17-27"
2011,1,Jason,Clickety Clow,107.08,DP,S. Tulloch LB - DET ,6.0,@TB,"Win, 27-20"
2011,1,Jason,Clickety Clow,107.08,BN,P. Harvin WR - MIN ,15.07,@LAC,"Loss, 17-24"
2011,1,Jason,Clickety Clow,107.08,BN,L. Murphy WR - LV ,0.0,@DEN,"Win, 23-20"
2011,1,Jason,Clickety Clow,107.08,BN,M. Lynch RB - SEA ,5.7,@SF,"Loss, 17-33"
2011,1,Jason,Clickety Clow,107.08,BN,T. Jones RB - KC ,0.3,BUF,"Loss, 7-41"
2011,1,Jason,Clickety Clow,107.08,BN,D. Henderson WR - NO ,16.0,@GB,"Loss, 34-42"
2011,1,Jason,Clickety Clow,107.08,BN,Saints DEF ,4.0,@GB,"Loss, 34-42"
2011,1,Matt,Mongorians,122.16,QB,D. Brees QB - NO ,29.06,@GB,"Loss, 34-42"
2011,1,Matt,Mongorians,122.16,RB,D. McFadden RB - LV ,17.6,@DEN,"Win, 23-20"
2011,1,Matt,Mongorians,122.16,RB,J. Best RB - DET ,11.4,@TB,"Win, 27-20"
2011,1,Matt,Mongorians,122.16,WR,A. Boldin WR - BAL ,13.4,PIT,"Win, 35-7"
2011,1,Matt,Mongorians,122.16,WR,V. Jackson WR - LAC ,3.1,MIN,"Win, 24-17"
2011,1,Matt,Mongorians,122.16,TE,J. Graham TE - NO ,11.6,@GB,"Loss, 34-42"
2011,1,Matt,Mongorians,122.16,W/R,M. Ingram RB - NO ,4.0,@GB,"Loss, 34-42"
2011,1,Matt,Mongorians,122.16,K,D. Carpenter K - MIA ,7.0,NE,"Loss, 24-38"
2011,1,Matt,Mongorians,122.16,DEF,Eagles DEF ,17.0,@LA,"Win, 31-13"
2011,1,Matt,Mongorians,122.16,DP,P. Willis LB - SF ,8.0,SEA,"Win, 33-17"
2011,1,Matt,Mongorians,122.16,BN,D. Bess WR - MIA ,10.93,NE,"Loss, 24-38"
2011,1,Matt,Mongorians,122.16,BN,M. Crabtree WR - SF ,0.4,SEA,"Win, 33-17"
2011,1,Matt,Mongorians,122.16,BN,L. Moore WR - NO ,0.0,@GB,"Loss, 34-42"
2011,1,Matt,Mongorians,122.16,BN,K. Orton QB - KC ,14.46,BUF,"Loss, 7-41"
2011,1,Matt,Mongorians,122.16,BN,B. Jacobs RB - NYG ,2.9,@WAS,"Loss, 14-28"
2011,1,Matt,Mongorians,122.16,BN,Cardinals DEF ,12.0,CAR,"Win, 28-21"
2011,1,Mike,Mr Pig Skinner,90.4,QB,P. Rivers QB - LAC ,17.1,MIN,"Win, 24-17"
2011,1,Mike,Mr Pig Skinner,90.4,RB,J. Charles RB - KC ,11.5,BUF,"Loss, 7-41"
2011,1,Mike,Mr Pig Skinner,90.4,RB,L. Blount RB - TB ,1.5,DET,"Loss, 20-27"
2011,1,Mike,Mr Pig Skinner,90.4,WR,D. Bryant WR - DAL ,14.9,@NYJ,"Loss, 24-27"
2011,1,Mike,Mr Pig Skinner,90.4,WR,D. Bowe WR - KC ,1.7,BUF,"Loss, 7-41"
2011,1,Mike,Mr Pig Skinner,90.4,TE,V. Davis TE - SF ,4.7,SEA,"Win, 33-17"
2011,1,Mike,Mr Pig Skinner,90.4,W/R,M. Thomas WR - JAC ,5.5,TEN,"Win, 16-14"
2011,1,Mike,Mr Pig Skinner,90.4,K,S. Gostkowski K - NE ,9.0,@MIA,"Win, 38-24"
2011,1,Mike,Mr Pig Skinner,90.4,DEF,Jets DEF ,16.0,DAL,"Win, 27-24"
2011,1,Mike,Mr Pig Skinner,90.4,DP,J. Laurinaitis LB - STL ,8.5,PHI,"Loss, 13-31"
2011,1,Mike,Mr Pig Skinner,90.4,BN,M. Manningham WR - NYG ,4.9,@WAS,"Loss, 14-28"
2011,1,Mike,Mr Pig Skinner,90.4,BN,D. Woodhead RB - NE ,7.5,@MIA,"Win, 38-24"
2011,1,Mike,Mr Pig Skinner,90.4,BN,J. Cutler QB - CHI ,20.48,ATL,"Win, 30-12"
2011,1,Mike,Mr Pig Skinner,90.4,BN,S. Smith WR - CAR ,29.8,@ARI,"Loss, 21-28"
2011,1,Mike,Mr Pig Skinner,90.4,BN,R. Williams WR - CHI ,5.5,ATL,"Win, 30-12"
2011,1,Mike,Mr Pig Skinner,90.4,BN,B. Watson TE - CLE ,10.5,CIN,"Loss, 17-27"
2011,1,Aaron,I Cursed AJ Crane,112.0,QB,M. Stafford QB - DET ,24.2,@TB,"Win, 27-20"
2011,1,Aaron,I Cursed AJ Crane,112.0,RB,R. Rice RB - BAL ,26.9,PIT,"Win, 35-7"
2011,1,Aaron,I Cursed AJ Crane,112.0,RB,S. Greene RB - NYJ ,3.3,DAL,"Win, 27-24"
2011,1,Aaron,I Cursed AJ Crane,112.0,WR,H. Nicks WR - NYG ,12.2,@WAS,"Loss, 14-28"
2011,1,Aaron,I Cursed AJ Crane,112.0,WR,C. Johnson WR - DET ,20.8,@TB,"Win, 27-20"
2011,1,Aaron,I Cursed AJ Crane,112.0,TE,O. Daniels TE - HOU ,1.2,IND,"Win, 34-7"
2011,1,Aaron,I Cursed AJ Crane,112.0,W/R,B. Marshall WR - MIA ,13.9,NE,"Loss, 24-38"
2011,1,Aaron,I Cursed AJ Crane,112.0,K,N. Kaeding K - LAC ,0.0,MIN,"Win, 24-17"
2011,1,Aaron,I Cursed AJ Crane,112.0,DEF,Chargers DEF ,5.0,MIN,"Win, 24-17"
2011,1,Aaron,I Cursed AJ Crane,112.0,DP,R. Maualuga LB - CIN ,4.5,@CLE,"Win, 27-17"
2011,1,Aaron,I Cursed AJ Crane,112.0,BN,J. Stewart RB - CAR ,4.0,@ARI,"Loss, 21-28"
2011,1,Aaron,I Cursed AJ Crane,112.0,BN,J. Nelson WR - GB ,13.7,NO,"Win, 42-34"
2011,1,Aaron,I Cursed AJ Crane,112.0,BN,J. Starks RB - GB ,11.7,NO,"Win, 42-34"
2011,1,Aaron,I Cursed AJ Crane,112.0,BN,R. Gronkowski TE - NE ,15.33,@MIA,"Win, 38-24"
2011,1,Aaron,I Cursed AJ Crane,112.0,BN,R. Brown RB - PHI ,0.7,@LA,"Win, 31-13"
2011,1,Aaron,I Cursed AJ Crane,112.0,BN,J. Beason LB - CAR ,4.0,@ARI,"Loss, 21-28"
2011,2,AJ,Winning,95.7,QB,T. Romo QB - DAL ,23.8,@SF,"Win, 27-24"
2011,2,AJ,Winning,95.7,RB,A. Foster RB - HOU ,4.0,@MIA,"Win, 23-13"
2011,2,AJ,Winning,95.7,RB,J. Addai RB - IND ,10.1,CLE,"Loss, 19-27"
2011,2,AJ,Winning,95.7,WR,J. Knox WR - CHI ,6.5,@NO,"Loss, 13-30"
2011,2,AJ,Winning,95.7,WR,G. Jennings WR - GB ,11.5,@CAR,"Win, 30-23"
2011,2,AJ,Winning,95.7,TE,D. Clark TE - IND ,10.2,CLE,"Loss, 19-27"
2011,2,AJ,Winning,95.7,W/R,R. Bush RB - MIA ,2.1,HOU,"Loss, 13-23"
2011,2,AJ,Winning,95.7,K,D. Akers K - SF ,8.0,DAL,"Loss, 24-27"
2011,2,AJ,Winning,95.7,DEF,Giants DEF ,13.0,LA,"Win, 28-16"
2011,2,AJ,Winning,95.7,DP,T. Suggs LB - BAL ,6.5,@TEN,"Loss, 13-26"
2011,2,AJ,Winning,95.7,BN,S. Bradford QB - STL ,16.74,@NYG,"Loss, 16-28"
2011,2,AJ,Winning,95.7,BN,A. Green WR - CIN ,18.4,@DEN,"Loss, 22-24"
2011,2,AJ,Winning,95.7,BN,J. Jones WR - ATL ,2.9,PHI,"Win, 35-31"
2011,2,AJ,Winning,95.7,BN,D. Williams RB - CAR ,3.6,GB,"Loss, 23-30"
2011,2,AJ,Winning,95.7,BN,B. Edwards WR - SF ,2.1,DAL,"Loss, 24-27"
2011,2,AJ,Winning,95.7,BN,M. Sims-Walker WR - JAC ,9.2,@NYJ,"Loss, 3-32"
2011,2,dan,DR Philthy,103.65,QB,M. Sanchez QB - NYJ ,14.18,JAX,"Win, 32-3"
2011,2,dan,DR Philthy,103.65,RB,M. Forte RB - CHI ,16.6,@NO,"Loss, 13-30"
2011,2,dan,DR Philthy,103.65,RB,C. Benson RB - CIN ,7.6,@DEN,"Loss, 22-24"
2011,2,dan,DR Philthy,103.65,WR,W. Welker WR - NE ,8.1,LAC,"Win, 35-21"
2011,2,dan,DR Philthy,103.65,WR,J. Cribbs WR - CLE ,12.9,@IND,"Win, 27-19"
2011,2,dan,DR Philthy,103.65,TE,D. Keller TE - NYJ ,17.1,JAX,"Win, 32-3"
2011,2,dan,DR Philthy,103.65,W/R,D. Sproles RB - NO ,13.67,CHI,"Win, 30-13"
2011,2,dan,DR Philthy,103.65,K,B. Cundiff K - BAL ,7.0,@TEN,"Loss, 13-26"
2011,2,dan,DR Philthy,103.65,DEF,Raiders DEF ,-1.0,@BUF,"Loss, 35-38"
2011,2,dan,DR Philthy,103.65,DP,C. Matthews LB - GB ,7.5,@CAR,"Win, 30-23"
2011,2,dan,DR Philthy,103.65,BN,C. Johnson RB - TEN ,6.5,BAL,"Win, 26-13"
2011,2,dan,DR Philthy,103.65,BN,S. Rice WR - SEA ,0.0,@PIT,"Loss, 0-24"
2011,2,dan,DR Philthy,103.65,BN,M. Colston WR - NO ,0.0,CHI,"Win, 30-13"
2011,2,dan,DR Philthy,103.65,BN,P. Manning QB - IND ,0.0,CLE,"Loss, 19-27"
2011,2,dan,DR Philthy,103.65,BN,M. Barber RB - CHI ,0.0,@NO,"Loss, 13-30"
2011,2,dan,DR Philthy,103.65,BN,Falcons DEF ,5.0,PHI,"Win, 35-31"
2011,2,Kameron,Drunken Monkeys,97.3,QB,M. Schaub QB - HOU ,17.4,@MIA,"Win, 23-13"
2011,2,Kameron,Drunken Monkeys,97.3,RB,M. Jones-Drew RB - JAC ,10.7,@NYJ,"Loss, 3-32"
2011,2,Kameron,Drunken Monkeys,97.3,RB,F. Gore RB - SF ,12.4,DAL,"Loss, 24-27"
2011,2,Kameron,Drunken Monkeys,97.3,WR,D. Jackson WR - PHI ,3.5,@ATL,"Loss, 31-35"
2011,2,Kameron,Drunken Monkeys,97.3,WR,K. Britt WR - TEN ,19.5,BAL,"Win, 26-13"
2011,2,Kameron,Drunken Monkeys,97.3,TE,J. Finley TE - GB ,6.8,@CAR,"Win, 30-23"
2011,2,Kameron,Drunken Monkeys,97.3,W/R,B. Tate RB - HOU ,13.5,@MIA,"Win, 23-13"
2011,2,Kameron,Drunken Monkeys,97.3,K,S. Janikowski K - LV ,5.0,@BUF,"Loss, 35-38"
2011,2,Kameron,Drunken Monkeys,97.3,DEF,Ravens DEF ,2.0,@TEN,"Loss, 13-26"
2011,2,Kameron,Drunken Monkeys,97.3,DP,L. Timmons LB - PIT ,6.5,SEA,"Win, 24-0"
2011,2,Kameron,Drunken Monkeys,97.3,BN,A. Hernandez TE - NE ,12.2,LAC,"Win, 35-21"
2011,2,Kameron,Drunken Monkeys,97.3,BN,D. Driver WR - GB ,1.33,@CAR,"Win, 30-23"
2011,2,Kameron,Drunken Monkeys,97.3,BN,D. Branch WR - NE ,12.9,LAC,"Win, 35-21"
2011,2,Kameron,Drunken Monkeys,97.3,BN,C. Williams RB - STL ,4.0,@NYG,"Loss, 16-28"
2011,2,Kameron,Drunken Monkeys,97.3,BN,K. Kolb QB - ARI ,16.04,@WAS,"Loss, 21-22"
2011,2,Kameron,Drunken Monkeys,97.3,BN,M. Bush RB - LV ,8.3,@BUF,"Loss, 35-38"
2011,2,Matthew,Turf Muncher,97.92,QB,J. Freeman QB - TB ,13.32,@MIN,"Win, 24-20"
2011,2,Matthew,Turf Muncher,97.92,RB,P. Hillis RB - CLE ,21.7,@IND,"Win, 27-19"
2011,2,Matthew,Turf Muncher,97.92,RB,L. McCoy RB - PHI ,23.6,@ATL,"Loss, 31-35"
2011,2,Matthew,Turf Muncher,97.92,WR,A. Johnson WR - HOU ,15.3,@MIA,"Win, 23-13"
2011,2,Matthew,Turf Muncher,97.92,WR,M. Williams WR - TB ,0.6,@MIN,"Win, 24-20"
